2021-09-11 00:03:08,935 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-11 00:07:28,136 [http-nio-8084-exec-5] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
2021-09-11 00:07:28,147 [http-nio-8084-exec-5] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"309","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"undefined"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":11,"threadName":"http-nio-8084-exec-5","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:07:30,845 [http-nio-8084-exec-6] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:IBM
2021-09-11 00:07:33,242 [http-nio-8084-exec-6] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"310","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"ibm"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":2397,"threadName":"http-nio-8084-exec-6","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:08:08,958 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-11 00:10:50,593 [http-nio-8084-exec-8] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
2021-09-11 00:10:50,600 [http-nio-8084-exec-8] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"312","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"undefined"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":6,"threadName":"http-nio-8084-exec-8","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:10:54,504 [http-nio-8084-exec-9] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:IBM
2021-09-11 00:10:56,931 [http-nio-8084-exec-9] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"313","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"ibm"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":2426,"threadName":"http-nio-8084-exec-9","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:13:08,968 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-11 00:14:09,497 [http-nio-8084-exec-2] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
2021-09-11 00:14:09,504 [http-nio-8084-exec-2] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"306","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"undefined"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":7,"threadName":"http-nio-8084-exec-2","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:14:13,060 [http-nio-8084-exec-1] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:IBM
2021-09-11 00:14:15,453 [http-nio-8084-exec-1] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"305","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"ibm"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":2393,"threadName":"http-nio-8084-exec-1","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:15:23,845 [http-nio-8084-exec-4] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
2021-09-11 00:15:23,852 [http-nio-8084-exec-4] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"308","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"undefined"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":6,"threadName":"http-nio-8084-exec-4","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:15:28,304 [http-nio-8084-exec-5] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:IBM
2021-09-11 00:15:30,679 [http-nio-8084-exec-5] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"309","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"ibm"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":2374,"threadName":"http-nio-8084-exec-5","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:18:08,976 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-11 00:19:16,292 [http-nio-8084-exec-7] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
2021-09-11 00:19:16,298 [http-nio-8084-exec-7] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"311","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"undefined"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":6,"threadName":"http-nio-8084-exec-7","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:19:19,914 [http-nio-8084-exec-8] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:IBM
2021-09-11 00:19:22,304 [http-nio-8084-exec-8] INFO  [com.fzc.fzcstockus.aspectj.AopLog] AopLog.java:85 - Request Log Info : {"threadId":"312","classMethod":"com.fzc.fzcstockus.controller.StockAnalysisDataController.getAnalysisData","os":"WINDOWS_10","ip":"0:0:0:0:0:0:0:1","browser":"CHROME9","requestParams":{"code":"ibm"},"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","httpMethod":"GET","timeCost":2390,"threadName":"http-nio-8084-exec-8","url":"http://localhost:8084/AnalysisData/data/"}
2021-09-11 00:23:08,988 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-11 00:24:24,159 [http-nio-8084-exec-10] INFO  [c.f.f.controller.StockAnalysisDataController] StockAnalysisDataController.java:70 - 收到前端传入的code:UNDEFINED
